age,income,expenses,savings,debt,investment_amount,employment_years,credit_score,num_dependents,property_value,savings_rate,debt_to_income,expense_ratio,investment_risk_score,affordability_amount,financial_health_score,scenario_category
55,109086.085292808,80879.79716632789,28206.28812648011,195121.8926301991,13092.421444773263,17,509.5112046829237,2,0.0,0.25856907460533596,1.7886800449976206,0.741430925394664,99.97542324507756,281254.3031700277,46.52504358200136,conservative
52,117852.09784123872,84857.77905007338,32994.31879116534,97132.40577954263,20243.616058590334,33,633.1664607929295,0,411731.82459755125,0.27996377998814026,0.8241820330458418,0.7200362200118597,98.14232230877234,332940.35324205953,61.71637025162575,moderate_risk
68,138552.13343825823,91295.98294262744,47256.15049563079,234972.7615313937,32443.19973092562,31,537.2789835860113,1,0.0,0.3410712583266654,1.6959036270089252,0.6589287416733346,100.0,479613.60454279603,59.20111820704487,conservative
32,51010.871384781254,31681.006532588286,19329.864852192968,81023.94618708601,2761.3143462867097,14,407.68662421151134,2,0.0,0.3789361821793913,1.5883351068602136,0.6210638178206087,100.0,187775.75405808186,35.30792839529013,conservative
42,90956.65142300367,64632.33933053528,26324.31209246839,164892.06090381058,5667.63892624737,24,421.88176124361166,1,296515.1910119368,0.28941602049578924,1.8128443107767898,0.7105839795042107,100.0,257247.50722869445,36.771154449477656,conservative
72,143835.660813432,106485.49207216677,37350.16874126524,75678.7095762951,18908.793873979605,25,716.0641123739643,3,702859.1223716764,0.2596725216127857,0.5261433986878813,0.7403274783872142,100.0,373688.65501533,68.90443852506786,moderate_risk
54,122136.34729392434,88837.38835057452,33298.95894334982,0.0,19728.532308133872,36,800.9453418612136,3,0.0,0.27263758644439395,0.0,0.727362413555606,95.21630546870787,335452.83170266537,88.92298621529525,low_risk
45,87267.24660581353,67535.4815064883,19731.765099325232,58505.730052431034,11100.511442309537,7,602.7012220640212,1,0.0,0.22610734114774683,0.6704125764861371,0.7738926588522532,100.0,198305.35410736987,57.329555244365366,conservative
27,42654.662830397,27641.27490903891,15013.387921358088,45578.073422824724,4123.7538884379255,9,452.90526470787205,4,0.0,0.3519753041081149,1.068511667584384,0.6480246958918852,57.226405530231226,147427.527155788,41.61778076319538,conservative
56,128488.19767916974,88470.64420078823,40017.55347838151,4914.130798241998,22334.311909877135,38,818.1631368732536,0,626958.8594684845,0.31144925527170875,0.038245478118030626,0.6885507447282913,100.0,402035.9629203642,89.97898161788208,low_risk
74,145150.97553815017,102170.58403026742,42980.391507882756,70158.18771297818,18195.24736199027,21,738.6137343232057,0,397639.4620411317,0.29610818217743345,0.48334297520145403,0.7038918178225666,100.0,427167.95636526664,70.38872165411176,moderate_risk
34,54946.26849946259,35529.95100710586,19416.317492356728,0.0,5270.384822686105,16,746.4094647046794,1,124606.59881119456,0.353369173605422,0.0,0.6466308263945779,88.64053285378007,190612.95578477348,79.88305326363793,low_risk
56,86839.00694375916,71782.51720259126,15056.489741167898,104750.46971347296,10829.512753579942,32,562.834110995081,2,0.0,0.17338394658196812,1.2062466759279888,0.8266160534180319,100.0,153205.91171807577,41.75604904433989,conservative
39,97833.78998464419,75368.98618995254,22464.803794691645,0.0,10581.052329667335,21,825.9916950577294,2,0.0,0.2296221356467707,0.0,0.7703778643532293,96.3818171579587,224126.95829277366,82.68615163351872,low_risk
43,75562.03814811453,47072.54941854304,28489.488729571487,76819.05940603185,20048.413709658173,25,473.1577454963033,1,337776.57095569465,0.3770344134144081,1.0166221646018962,0.622965586585592,100.0,289537.82277161285,57.87080661346833,conservative
79,132561.20104165399,103159.06169122523,29402.139350428755,185051.9847638861,11542.530133419668,34,712.7255763557595,0,458680.0793094306,0.2218004900332027,1.3959634293167678,0.7781995099667973,89.49264494962685,291494.5618708518,49.64755842084512,conservative
61,126284.36982218847,93064.87504898895,33219.49477319952,152481.09837897454,18039.86151474271,42,534.106490906406,0,0.0,0.26305309849487624,1.2074328055076373,0.7369469015051238,100.0,333339.03903450957,49.9262013096471,conservative
42,58550.37401361529,42799.45198107099,15750.922032544302,0.0,10582.582067997882,2,757.1735209826879,3,273293.7577813284,0.2690148833017119,0.0,0.7309851166982881,78.48295726151625,159674.91716682364,88.85462608221296,low_risk
34,32906.52072416255,27886.51396476143,5020.006759401116,44355.42342760434,1657.4288810712344,16,560.9434778464457,3,127522.14406702241,0.15255355622312977,1.347881045168988,0.8474464437768702,79.04897259059088,49518.007995107706,32.15304921141136,conservative
30,63577.272671057086,47972.244145972036,15605.02852508505,21227.61115369289,10928.197813004988,9,761.1537614645616,2,0.0,0.24544979470610545,0.33388153313822877,0.7545502052938946,99.73661462539772,158550.83209122048,79.34804875858642,moderate_risk
37,81701.8166338061,67337.17057892094,14364.646054885161,71601.33532220527,4971.02154973802,19,511.3826282142934,2,177682.16575650146,0.17581795175092155,0.8763631202963797,0.8241820482490785,94.65998748256091,141877.41936668797,36.36529039394197,conservative
42,56729.48298128169,46993.97955134859,9735.503429933102,85123.8504287497,2350.4606050876864,14,439.3099865674893,2,0.0,0.17161276497346897,1.5004957820795648,0.828387235026531,100.0,95341.20141142793,27.63675431505517,conservative
21,31518.08333853263,19709.98022494159,11808.103113591038,36526.675327405974,7298.402779653994,3,520.8065049086382,0,0.0,0.37464534206478756,1.1588749246000907,0.6253546579352125,100.0,119196.51211419716,58.19216387380651,conservative
27,30441.772388140882,18328.703909224067,12113.068478916815,55177.505245981745,4050.4160972701707,9,336.54142284757006,1,136716.45522090892,0.39790943590510747,1.812499352637028,0.6020905640948925,97.6305402862457,119525.79027541757,39.96599094895121,conservative
20,16718.51251125346,11850.361324381387,4868.151186872072,14838.04669243223,3735.7240069491554,2,585.1728348632171,2,0.0,0.2911832726503182,0.8874688590618378,0.7088167273496818,82.36430235219784,49722.83059953121,63.11917848726857,moderate_risk
58,85571.41459979273,67800.0497743894,17771.364825403332,22621.486343230004,11784.674544959975,12,755.5987751953392,1,0.0,0.20767875473974434,0.26435489110628413,0.7923212452602556,100.0,180032.84195983998,73.63961961324429,low_risk
62,123728.63260612695,99731.33920181297,23997.293404313983,12065.813562710844,6271.9798631595995,31,710.5556263284782,0,313451.3080383978,0.19395101116736704,0.09751757366903681,0.806048988832633,94.192149201349,235391.60057194193,65.68788200763565,low_risk
35,94267.81524816257,75119.52497317568,19148.290274986895,90015.3007547282,15138.129776216745,17,637.5969597565054,4,382794.59755228274,0.20312648834152466,0.9548788803355914,0.7968735116584753,100.0,195934.0904608476,52.84446356046716,conservative
64,90201.20959069383,64207.20447774952,25994.005112944316,78939.19690984556,9217.001750470123,3,691.0803124537615,3,302749.2357421732,0.28817801037145013,0.8751359558490208,0.7118219896285498,98.08692153218453,256916.05048464157,56.11613412114525,conservative
53,99684.38306731544,78500.55746012337,21183.825607192077,51140.65010592534,10391.454229629864,12,711.7403523826413,0,0.0,0.21250897036586905,0.5130205505795281,0.787491029634131,100.0,211677.88921274786,62.56510452234393,moderate_risk
64,112364.44843308619,87609.90099111042,24754.547441975767,0.0,3749.6411255017115,8,850.0,2,0.0,0.22030586886845507,0.0,0.779694131131545,100.0,240643.36834336875,75.36759232560779,low_risk
39,41353.47606199758,28056.4648578403,13297.01120415728,20691.276085557813,1717.095890246937,21,703.3676555652419,3,0.0,0.32154518725879916,0.5003394567141409,0.6784548127412009,59.52283372841691,129024.98427210744,59.97854737453674,conservative
51,80124.83895994266,51454.58030555846,28670.258654384197,0.0,8799.362977880162,33,754.5609557007772,0,0.0,0.3578198599402803,0.0,0.6421801400597197,87.89151226774167,282273.9734643924,81.64379091311204,low_risk
64,129494.22484433619,97814.06867920772,31680.156165128472,161147.27477360345,3441.3785458652033,6,510.34327738387196,1,620142.0805013317,0.2446453206945012,1.2444263868981702,0.7553546793054988,100.0,306882.6020219255,36.683123296222576,conservative
25,27906.86923669145,21467.961894157026,6438.907342534425,0.0,1895.1960659030813,0,633.4829868151147,1,0.0,0.23072840195447883,0.0,0.7692715980455211,96.06914181998052,63329.667341052955,70.02205983439316,low_risk
57,99096.15840128591,73528.62342815504,25567.534973130867,40188.34938396762,11903.958649738768,11,679.9649346296186,1,0.0,0.25800732728302306,0.40554492209784826,0.741992672716977,100.0,254971.50266184733,69.14492203938048,moderate_risk
66,118051.94678417663,77122.73318996496,40929.21359421167,0.0,23887.34465054725,20,845.6994190234709,3,0.0,0.3467051133772384,0.0,0.6532948866227616,100.0,412030.3262248699,95.038952240483,low_risk
61,65579.05050977237,43883.42371843763,21695.626791334733,0.0,5986.222440824789,10,812.0067330776596,1,202068.0827980833,0.3308316699111361,0.0,0.6691683300888639,94.71280308378347,213066.9951494733,82.40114834189276,low_risk
36,56169.295407793135,43650.37091316727,12518.924494625862,0.0,4821.664486746117,18,752.3204718728404,0,184663.950275529,0.2228784321351651,0.0,0.7771215678648349,99.22147337253818,124039.00673780519,76.43187592969852,low_risk
59,130199.92253178652,109453.2928253247,20746.629706461827,76580.47856409724,7635.425907914174,41,711.6279951742317,0,0.0,0.15934440899069524,0.588171551130149,0.8406555910093048,88.40353914828732,205275.98590836488,50.80485640380607,conservative
58,102933.05063466859,86073.5330848985,16859.517549770084,203963.86768523435,5551.902453499502,40,431.55996451048895,0,0.0,0.1637910996110289,1.9815004503139462,0.8362089003889711,100.0,166292.89044059243,27.752758378489744,conservative
54,83728.54718722758,61114.68372071842,22613.86346650916,0.0,8412.682396305298,13,850.0,1,290156.60207018844,0.2700854633956769,0.0,0.7299145366043231,100.0,223823.2351955322,85.04744762024534,low_risk
23,18438.65726237786,15149.935931905266,3288.7213304725938,0.0,1452.498542846094,5,782.8524512635154,2,0.0,0.17836013130863296,0.0,0.8216398686913671,69.07354218136526,32733.723606813775,72.66088837788001,low_risk
69,115292.1885955897,70024.18649234605,45268.00210324365,0.0,10816.84937734947,33,831.2024958718372,0,0.0,0.3926371999236668,0.0,0.6073628000763333,93.6144123577392,443226.2996930186,83.52760479020006,low_risk
43,73798.91213677135,60167.369721608076,13631.542415163276,39124.276827262256,5796.367350514249,24,667.0062731389936,2,0.0,0.18471196960058123,0.5301398835645537,0.8152880303994188,99.13102518227382,135499.90106597886,54.753968847798696,conservative
51,49012.55444213272,35241.874704344846,13770.679737787876,0.0,3887.8353519258535,3,847.304021207058,2,0.0,0.2809622941413184,0.0,0.7190377058586815,83.02852305770398,135308.7937643043,82.8096191653163,low_risk
76,149573.38515705342,118967.95336298388,30605.431794069533,212478.23967694852,4422.841510073629,25,578.479567996467,0,0.0,0.20461816627292048,1.420552318860251,0.7953818337270795,94.90615436316024,297350.41843112645,36.076929964342746,conservative
73,98671.13153835594,59340.39692458063,39330.73461377531,0.0,9812.937926797615,15,819.6482601292755,2,0.0,0.39860427260314196,0.0,0.601395727396858,97.34213182457508,385425.40263368114,83.56536983097813,low_risk
76,116613.60157243081,95289.66125591972,21323.940316511085,43254.73310426797,16074.83259480293,9,705.8326668517859,2,0.0,0.18285980390774914,0.370920386649882,0.8171401960922509,100.0,217569.6931143488,66.24448974045498,moderate_risk
62,115026.84134393907,86125.76146298385,28901.07988095522,107270.88079139475,13111.639219201237,44,713.4281302207514,1,0.0,0.2512550944047814,0.9325644951525204,0.7487449055952187,100.0,287939.6782325311,56.876741164971776,conservative
23,49452.79798425337,32641.695129162912,16811.102855090456,19633.401271996918,13243.859149155001,1,722.7588059359326,1,0.0,0.339942400436946,0.3970049232264913,0.660057599563054,100.0,171981.6747281924,84.29118628006194,moderate_risk
54,87714.26994775965,60248.367578412675,27465.90236934697,162020.54838023018,7076.49418466682,34,404.9871333766348,2,0.0,0.3131292363911249,1.8471190760368672,0.6868707636088751,98.22996170511675,269333.85809346446,37.83971628066195,conservative
74,111669.05078140502,72603.47833175039,39065.57244965463,124492.15148760262,11892.597539672166,18,633.7200070295643,4,0.0,0.3498334782671922,1.114821302725983,0.6501665217328079,95.10328703666346,384543.5735484222,50.818855831081024,conservative
50,56943.02073980776,40207.54891166264,16735.47182814512,44445.083555224475,9176.103111926144,5,682.1130916149244,1,191990.8769200346,0.2938985605385293,0.7805048357632801,0.7061014394614707,87.41081832566805,168001.41203973407,63.97040819240083,moderate_risk
70,81278.51827527283,55472.71127625977,25805.80699901306,149230.39799426496,8999.600291061344,18,530.7270916501428,1,0.0,0.31749849217986914,1.8360147938975226,0.6825015078201309,99.8097270010539,254935.42742337447,46.56000357597966,conservative
39,69736.33996586318,51160.37779645116,18575.96216941202,0.0,6554.290370791127,7,777.0410788091506,1,0.0,0.2663742057369972,0.0,0.7336257942630028,80.91657955566767,183572.66912298833,81.08222336300454,low_risk
38,65884.52101556312,52951.133280599985,12933.387734963137,0.0,8933.61362558716,13,701.4161267953959,0,274688.8413148479,0.19630388952676814,0.0,0.8036961104732319,92.14370029285097,131307.41315611586,76.43587376360703,low_risk
23,39786.24973044838,33642.01208940208,6144.237641046297,54648.63366756536,740.0041480706361,5,513.7293113238634,2,0.0,0.15443118370475914,1.3735212671848456,0.8455688162952408,95.31728269186951,59576.68467250097,27.017989807425803,conservative
23,46257.29371443907,30662.313714627613,15594.979999811454,29497.801751522566,8831.940924775063,2,563.0026639524008,1,0.0,0.337135589818207,0.6376759578210538,0.662864410181793,83.97924238257662,156777.36073801,65.10543231924406,moderate_risk
72,137221.51894687748,85986.71776490202,51234.80118197546,84436.06822335275,36695.5983448024,37,693.1509360051311,0,0.0,0.3733729343267944,0.6153222435454652,0.6266270656732056,95.78774010664813,521210.57002280635,77.48744100250569,moderate_risk
65,111239.79607114667,77747.36369048759,33492.432380659084,122266.37128924199,7434.692314235681,28,606.0244783482017,1,0.0,0.3010831875243462,1.0991144940300828,0.6989168124756538,100.0,327475.1047057158,45.59362598975917,conservative
21,35794.5424797754,22761.34039682576,13033.202082949643,60610.51740614515,4984.420625692649,3,412.3892608053647,0,0.0,0.3641114309622382,1.6932420409717295,0.6358885690377618,100.0,129106.27649687068,44.03329919363502,conservative
47,78502.67737782537,63474.1287866552,15028.548591170169,93757.30416178839,10014.894247064485,22,559.6509531668922,1,0.0,0.19143994947891138,1.1943046146812946,0.8085600505210886,100.0,152285.98187288523,43.70354044747651,conservative
28,64685.26616134828,46915.00875002979,17770.25741131849,0.0,8432.844586712834,10,850.0,0,149455.23020235085,0.27471878011590906,0.0,0.725281219884091,100.0,177340.74681802778,88.03653014332072,low_risk
79,124668.8398616163,94123.80166015221,30545.038201464093,165595.4985995136,10702.754067261738,17,599.5446253560626,0,0.0,0.2450094043978383,1.328272329404809,0.7549905956021618,100.0,301794.5699878647,46.70148355944666,conservative
79,129111.46873933708,82328.33326690433,46783.135472432754,0.0,25176.131587910713,18,809.9927587386246,3,0.0,0.36234686143090156,0.0,0.6376531385690984,100.0,469259.005805683,92.68086956105674,low_risk
47,99648.56616505267,78463.50061973082,21185.06554532185,156915.0963930591,6933.895956039398,27,338.23354548669454,3,0.0,0.21259779604085838,1.5746691373764312,0.7874022039591416,97.69707453852412,208923.7459999213,29.95594815922327,conservative
48,125041.71215775466,105459.61146715193,19582.100690602732,92679.98255165566,10543.329253032838,25,635.8121052921883,0,0.0,0.15660454701625995,0.7411865989817145,0.8433954529837401,100.0,196422.8300322125,45.82675861677873,conservative
41,51367.25377844981,37015.053675166,14352.200103283816,96124.48845656401,2892.273220725666,9,417.17649636842475,1,0.0,0.27940368712693414,1.871281995902506,0.7205963128730659,100.0,140094.93956810518,35.9566726326229,conservative
72,90124.64266927747,75760.06577123964,14364.576898037834,0.0,3702.963572483025,3,850.0,0,0.0,0.15938567380233915,0.0,0.8406143261976609,99.6689486878251,140862.30907914962,70.047235527069,low_risk
26,34124.95492262874,20771.144237933782,13353.81068469496,0.0,1472.6447045008263,1,642.778693427238,1,83030.5561662696,0.3913209765396601,0.0,0.60867902346034,96.52573965439183,129374.69833667227,69.89617130275707,low_risk
72,96376.55988853372,58686.64399994777,37689.91588858595,174928.34633025163,8636.327837685842,2,556.9190422500354,1,436582.0558232886,0.3910693215464112,1.8150319071427672,0.6089306784535888,100.0,368732.2548005738,45.63907052565815,conservative
20,40099.44599485163,33683.66406425011,6415.781930601523,55818.918055023685,1228.6594551691321,2,503.1158456058773,0,0.0,0.15999677231015225,1.3919774872875503,0.8400032276898478,100.0,62574.43409790993,28.296170256397655,conservative
68,114961.62964350791,89102.89635209365,25858.73329141426,0.0,13412.099640884382,15,850.0,2,457095.89577289694,0.22493360064224308,0.0,0.7750663993577569,99.84000524194983,258973.5193102844,84.15984654115553,low_risk
48,77208.21672110095,49967.02936693925,27241.187354161702,24161.6099064822,20732.354767044868,30,752.6342841197373,0,0.0,0.3528275682439989,0.31293686081235605,0.6471724317560011,100.0,278101.2824135883,87.75086412149734,moderate_risk
57,101941.9080953624,70438.66768904573,31503.240406316676,0.0,7899.630058568423,9,728.9798522916506,0,393735.84916426125,0.3090313002268577,0.0,0.6909686997731423,98.0628931240701,308750.81194749486,77.24815689288224,low_risk
54,121115.03653177833,88043.1547618778,33071.88176990053,234224.12047468912,6300.817556627162,18,340.1059313301972,2,0.0,0.2730617330179567,1.9338819794786926,0.7269382669820432,100.0,322530.7190363468,32.0252952175395,conservative
53,87114.55413941677,67571.2257475502,19543.32839186657,36857.79244511522,9277.213520910847,27,679.504261711762,2,418029.71386059315,0.224340566107814,0.42309083388403024,0.775659433892186,99.50916422460891,195037.72337864776,64.75629877858628,moderate_risk
41,77178.97806264262,62554.07419156719,14624.903871075432,50502.988321010576,3316.257587824762,16,701.1964460634873,1,0.0,0.18949335995619263,0.6543534941150172,0.8105066400438073,100.0,143052.08323258397,50.12348556476598,conservative
48,58679.92480925839,36420.5227889485,22259.402020309884,0.0,10665.529637701693,27,798.8485991740721,1,142549.01920150232,0.3793358988217014,0.0,0.6206641011782986,91.72995405518478,222222.68310513627,90.85039908911277,low_risk
23,30978.385024089483,23671.9325130271,7306.452511062384,22297.48611573207,3310.6821797638368,5,600.4573721444548,1,0.0,0.2358564691277716,0.7197523804424655,0.7641435308722284,96.84892944597688,72790.48985000995,54.93571728061527,conservative
19,31944.945899483726,22974.09761927286,8970.848280210867,40062.13689389598,1018.9761444355329,1,505.84010864472896,1,0.0,0.28082214659051424,1.254060124560075,0.7191778534094857,94.86236339196428,86935.32440557276,37.546057017987884,conservative
37,66579.62734326073,49895.14350371351,16684.483839547218,31235.6381817046,12931.139741625766,19,717.2725549718878,1,0.0,0.2505944311392431,0.46914004010006166,0.7494055688607569,100.0,170515.9566529539,76.66020847275058,moderate_risk
45,82388.80889860592,59907.61367816345,22481.195220442467,0.0,5417.6305584948805,19,765.740285443959,1,221969.72457272757,0.2728670983471745,0.0,0.7271329016528255,100.0,220153.57856304361,77.74562060255977,low_risk
28,36329.27051194152,25890.89974461744,10438.370767324079,0.0,7582.286328690357,10,739.7715621418363,1,143478.72288846874,0.28732673737263625,0.0,0.7126732626273637,92.00985688578392,106274.18842926345,90.86005376257586,low_risk
21,50800.26609132055,33090.18583756755,17710.080253752996,0.0,6520.064842073008,3,719.9698605293985,2,0.0,0.34862180095507106,0.0,0.651378199044929,100.0,175232.82230968718,81.92399255231912,low_risk
32,51040.14945892304,36651.11356575859,14389.035893164451,24697.39966439175,3034.1188859322024,14,643.0024926274208,2,0.0,0.2819160219102553,0.48387232509855116,0.7180839780897448,100.0,140562.0396831245,59.43867068484738,conservative
23,18058.088229156103,11691.055241461425,6367.032987694678,19976.75116014659,1112.6334987410405,5,495.34568054797006,1,0.0,0.35258621548955765,1.1061882475270512,0.6474137845104424,87.37291847640043,62013.623480861745,40.040421505643856,conservative
71,115117.95742617725,70354.67027180012,44763.28715437713,170458.88462437486,20478.12796133546,14,596.2872461934703,1,0.0,0.388847128243071,1.4807194960368333,0.611152871756929,87.90276957047725,446110.0590510888,56.25626907444325,conservative
66,123643.57813529098,85741.39629502887,37902.181840262114,171358.86907556417,13390.586061562277,16,610.0972739181977,1,0.0,0.30654387726299454,1.3858987725936884,0.6934561227370055,100.0,374573.41451576614,49.92523216452684,conservative
47,98417.14389725485,59664.30447124597,38752.83942600888,164214.8181197345,28764.498806919873,27,496.9410819548482,1,417570.8519999173,0.393761065312624,1.668542116493978,0.606238934687376,85.27900317265619,395038.85753522115,58.95186736158401,conservative
73,114134.01686816686,84531.7891955639,29602.227672602952,218260.88613813894,7134.40466157138,18,392.4890865382322,1,0.0,0.25936375924450017,1.91230432278504,0.7406362407554998,75.01182472969815,289888.9093862455,35.45489584814279,conservative
55,109497.40149380779,67680.13727841245,41817.264215395335,187014.7356408964,25364.333933404258,3,451.91201838699743,3,372657.79048630863,0.3819018866649557,1.7079220617797988,0.6180981133350443,100.0,421737.2036145186,55.069205181568464,conservative
68,115678.93801215482,82061.29797306702,33617.6400390878,217061.1764208373,7733.861227663236,21,405.17287203608737,2,0.0,0.2906115894282801,1.8763943009550201,0.70938841057172,100.0,328916.43335737346,36.46615336010038,conservative
79,107614.79740099315,90938.3466576383,16676.450743354842,3768.483478148871,11843.521719672734,21,847.1285865239216,3,0.0,0.15496429065619316,0.03501793945833916,0.8450357093438069,93.1142803902058,169568.7445119447,75.49583646555908,low_risk
74,146715.73556160837,88391.88497848368,58323.85058312469,0.0,26672.60094661384,36,850.0,2,0.0,0.3975296198452656,0.0,0.6024703801547344,100.0,581247.0463552881,93.17965813137496,low_risk
19,25240.08559277446,17458.911527600987,7781.174065173473,13514.838109659631,5305.531076242941,1,656.6315282554888,4,0.0,0.30828635808592536,0.5354301446340487,0.6917136419140747,58.01068361577802,78943.6958866597,73.84419547849967,moderate_risk
32,56089.28488721205,43094.27896531946,12995.005921892589,90751.9376975608,5279.326467692753,14,378.4730560489287,2,192991.042893602,0.23168428600977503,1.6179617892839624,0.768315713990225,91.41352897349925,128975.51802432307,36.147579763562355,conservative
28,61332.2372351642,39236.02466480503,22096.212570359166,100466.86355239499,4920.275013973793,10,503.86666959973047,4,0.0,0.36027077384502343,1.6380492548792827,0.6397292261549765,80.04287393924581,216059.86068662704,42.288866892098405,conservative
25,37184.636793998354,27523.451276389238,9661.185517609116,3552.5223618306886,4613.519090640848,7,662.5841581545151,0,0.0,0.25981658960747045,0.09553479967308384,0.7401834103925296,99.4826803479067,96438.1962415602,76.49945147674148,low_risk
43,78147.3669090314,51932.64431719621,26214.722591835198,93082.1487572622,7622.846100208557,25,547.0284913577966,0,0.0,0.33545241034609435,1.1910952517486957,0.6645475896539057,100.0,257759.6137617848,45.9828933132617,conservative
68,112397.13176844966,73697.91955653913,38699.21221191053,191273.41912571195,8871.187809317933,39,542.8119554148116,2,0.0,0.3443078271039436,1.7017490959703185,0.6556921728960564,100.0,378609.3874817955,43.92955409477217,conservative
62,108658.36334469356,89506.87996793553,19151.483376758028,0.0,14031.28303150934,32,848.4517883079983,4,0.0,0.17625411231351212,0.0,0.8237458876864878,100.0,195079.26684208456,80.46812949056212,low_risk
61,101974.65352467551,66367.15621788829,35607.49730678722,86788.6012650934,17305.555383245617,11,658.0844926944208,1,0.0,0.3491798802549599,0.8510717829731071,0.6508201197450401,91.70747272185118,355676.41845175385,61.97005469563841,moderate_risk
22,22981.71024859635,15952.476726763172,7029.233521833179,3529.0674692569946,4640.830245051164,1,716.0074043965483,0,0.0,0.30586207230867435,0.1535531463036449,0.6941379276913257,100.0,71193.30600563946,85.26330104571201,low_risk
23,15000.0,9635.990643279589,5364.009356720411,0.0,3450.0177308467146,5,705.0317282538922,1,0.0,0.35760062378136076,0.0,0.6423993762186393,69.3047945103829,54254.504009193326,91.40911806909664,low_risk
43,79472.36723981486,53323.72802103602,26148.639218778844,11863.843190024907,2634.5545741330275,9,814.5328413422484,2,0.0,0.3290280650615707,0.14928074148695836,0.6709719349384293,80.76524064509928,253134.58015958333,72.97085355326665,low_risk
71,131687.18852725538,88661.91177732155,43025.27674993382,0.0,30982.977739352835,21,821.8816764027268,1,0.0,0.3267233299694059,0.0,0.6732766700305941,81.7841482314605,437829.03899084695,97.24942413677684,low_risk
21,42400.09464808028,28903.858572782916,13496.236075297365,77814.93533594625,8655.871614800832,3,300.0,2,0.0,0.3183067440607335,1.8352105289213174,0.6816932559392666,89.87555974991041,136488.5636146954,45.41426450576961,conservative
36,52516.864774251444,39926.82527269404,12590.039501557403,0.0,3627.4895578866563,18,745.9439804480642,4,0.0,0.2397332657933188,0.0,0.7602667342066812,90.23389473910021,123766.37086126041,76.15066105259669,low_risk
37,54790.38179905684,43045.964058506586,11744.417740550256,0.0,3059.8227529358724,2,771.2798786623788,3,0.0,0.21435181422211633,0.0,0.7856481857778836,90.63049565829357,115194.26851163116,73.44149050484887,low_risk
50,81394.6836233449,59228.26023832379,22166.42338502111,0.0,3098.4012330353585,6,804.5690502956975,0,0.0,0.2723325701171905,0.0,0.7276674298828095,84.9799118271007,215276.38548263098,76.74154840393876,low_risk
37,77618.89262427135,58417.45297776152,19201.439646509833,1605.317206937056,3163.412128922639,19,798.9975845904692,1,0.0,0.24738100476977898,0.020681775671963262,0.752618995230221,100.0,186864.55030963253,75.97828174573844,low_risk
66,111853.91266030239,89854.17044478793,21999.74221551446,204679.22778370502,5196.3307980281825,7,507.8454280061874,1,0.0,0.19668281325416967,1.8298635519505995,0.8033171867458303,100.0,215354.5899073614,33.76139986430819,conservative
29,29107.847300867183,24738.473155082993,4369.37414578419,0.0,447.5737563524039,11,690.0594489304582,1,85547.72811723148,0.15010983466489522,0.0,0.8498901653351048,100.0,42304.050804610146,59.27854508946668,low_risk
64,128632.14838784287,91859.62547653182,36772.522911311054,72728.21201678294,11806.973672135871,11,689.6134207308362,0,0.0,0.2858735034140692,0.5653924585403096,0.7141264965859307,100.0,362461.7988862948,62.75368500710381,moderate_risk
18,15000.0,12511.62935847242,2488.370641527579,26123.239879227167,1855.2375207700604,0,343.1971965315419,2,0.0,0.1658913761018386,1.7414332297331623,0.8341086238981614,85.58845652815789,25372.548175280812,30.92007218685994,conservative
43,50832.54016381707,36731.21346054181,14101.326703275263,69802.3508974903,6890.890167584856,16,527.0601823890388,1,0.0,0.2774074767428734,1.3731554141722964,0.7225925232571266,74.56608824338625,140885.4484855104,48.87671173555565,conservative
31,15000.0,11932.499071843178,3067.500928156822,11155.739058203244,1553.4481289111857,13,586.7121971014612,3,0.0,0.20450006187712144,0.7436663594562525,0.7954999381228786,45.35550220097853,30690.76741343444,50.2463502808691,conservative
55,120577.96681616301,89626.29741873592,30951.66939742709,21192.688212295427,8225.860232682837,37,806.9768921183007,3,291996.1993290809,0.2566942387129233,0.17575775254905113,0.7433057612870767,90.15423581157495,303716.71440144634,75.47242978478796,low_risk
54,107932.67546771739,88613.78498019426,19318.890487523124,83374.25856619692,4976.250395761812,9,614.3920306214875,0,0.0,0.17899019369070857,0.7724582546170577,0.8210098063092914,100.0,189442.34899683145,42.48858046936833,conservative
79,123813.07888861811,88176.6785580087,35636.40033060941,0.0,12726.244469426163,21,850.0,4,0.0,0.2878241995958102,0.0,0.7121758004041898,94.90519435850042,352290.4387493913,85.2785116068057,low_risk
28,21480.203436003314,16624.68400702352,4855.519428979795,4494.347914363352,1376.6335335172348,10,688.3692251938013,2,102545.16949318541,0.22604624967570747,0.20922235235809247,0.7739537503242925,90.25796725538778,47714.29334501982,66.43576215650468,low_risk
53,116218.07014150257,83279.40579868891,32938.66434281366,196671.59750013775,23086.13358238503,32,529.8300594844255,1,0.0,0.2834211951954531,1.6922489335070414,0.7165788048045469,90.10935821047363,334680.0845569192,55.31114569420606,conservative
30,33131.830199177966,26977.819703789286,6154.01049538868,0.0,1379.9110900220733,12,762.658900309102,1,0.0,0.18574314966582703,0.0,0.8142568503341729,99.81162876519853,60182.42962774899,68.76904982311905,low_risk
60,130884.85493880737,111067.86304459549,19816.991894211882,0.0,11343.346164997798,42,737.4818913526392,1,534111.1303325249,0.1514078302144043,0.0,0.8485921697855957,86.26642702309441,199317.79911643232,68.6929179301952,low_risk
